%% LaTeX2e file `div_soft.data'
%% generated by the `filecontents' environment
%% from source `super_main' on 2016/05/25.
%%
1 10.403432
2 12.53108
3 14.90265
4 17.22483
5 19.58292
9 21.89876
10 24.44624
11 26.6708
