%% LaTeX2e file `content/gathering_sensor_data/nexusjr.data'
%% generated by the `filecontents' environment
%% from source `super_main' on 2016/05/25.
%%
1 6
2 11
3 16
4 24
5 31
6 34
7 40
8 40
9 47
10 61
11 68
12 60
13 68
14 78
15 80
16 96
17 99
18 110
19 101
20 119
21 116
22 119
23 120
24 141
25 149
